match_id,team_id,team_name,player_id,player_name,player_nickname,jersey_number
7543,772,Spain,5199,Jorge Resurrección Merodio,Koke,8
7543,772,Spain,5200,Lucas Vázquez Iglesias,Lucas Vázquez,11
7543,772,Spain,5201,Sergio Ramos García,Sergio Ramos,15
7543,772,Spain,5203,Sergio Busquets i Burgos,Sergio Busquets,5
7543,772,Spain,5211,Jordi Alba Ramos,Jordi Alba,18
7543,772,Spain,5213,Gerard Piqué Bernabéu,Gerard Piqué,3
7543,772,Spain,5216,Andrés Iniesta Luján,Andrés Iniesta,6
7543,772,Spain,5718,Rodrigo Moreno Machado,Rodrigo,9
7543,772,Spain,5719,Marco Asensio Willemsen,Marco Asensio,20
7543,772,Spain,5721,Daniel Carvajal Ramos,Daniel Carvajal,2
7543,797,Iran,5220,Morteza Pouraliganji,,8
7543,797,Iran,5224,Sardar Azmoun,,20
7543,797,Iran,5225,Omid Ebrahimi,,9
7543,797,Iran,5226,Mehdi Taremi,,17
7543,797,Iran,5227,Alireza Safar Beiranvand,Alireza Beiranvand,1
7543,797,Iran,5228,Seyed Majid Hosseini,Majid Hosseini,19
7543,797,Iran,5230,Ehsan Hajsafi,,3
7543,797,Iran,5231,Karim Ansarifard,,10
7543,797,Iran,5235,Ramin Rezaeian,,23
7543,797,Iran,5239,Alireza Jahanbakhsh,,18
7543,797,Iran,5240,Saman Ghoddos,,14
7543,797,Iran,5241,Vahid Amiri,,11
7543,797,Iran,5720,Milad Mohammadi,,5
7543,797,Iran,5722,Saeid Ezatolahi Afagh,Saeid Ezatolahi,6
7562,792,Australia,3240,Mathew Ryan,Mat Ryan,1
7562,792,Australia,3281,Aaron Mooy,,13
7562,792,Australia,5478,Trent Sainsbury,,20
7562,792,Australia,5479,Aziz Eraltay Behich,Aziz Behich,16
7562,792,Australia,5481,Mathew Leckie,,7
7562,792,Australia,5482,Josh Risdon,,19
7562,792,Australia,5483,Daniel Arzani,,17
7562,792,Australia,5488,Mark Milligan,,5
7562,792,Australia,5489,Mile Jedinak,,15
7562,792,Australia,5490,Jackson Irvine,,22
7562,792,Australia,5491,Tom Rogić,,23
7562,792,Australia,5493,Tomi Jurić,,9
7562,792,Australia,5494,Robbie Kruse,,10
7562,792,Australia,6314,Tim Cahill,,4
7562,784,Peru,3632,André Martín Carrillo Díaz,André Carrillo,18
7562,784,Peru,5518,Miguel Ángel Trauco Saavedra,Miguel Trauco,6
7562,784,Peru,5519,Christian Alberto Cueva Bravo,Christian Cueva,8
7562,784,Peru,5521,Luis Jan Piers Advíncula Castrillón,Luis Advíncula,17
7562,784,Peru,5523,Renato Fabrizio Tapia Cortijo,Renato Tapia,13
7562,784,Peru,5525,Édison Michael Flores Peralta,Edison Flores,20
7562,784,Peru,5526,Pedro Jesús Aquino Sánchez,Pedro Aquino,23
7562,784,Peru,5528,Pedro David Gallese Quiróz,Pedro Gallese,1
7562,784,Peru,5529,Víctor Yoshimar Yotún Flores,Yoshimar Yotún,19
7562,784,Peru,5530,Christian Guillermo Martín Ramos Garagay,Christian Ramos,15
7562,784,Peru,5535,José Paolo Guerrero González,Paolo Guerrero,9
7562,784,Peru,5738,Anderson Santamaría Bardales,Anderson Santamaría,4
7562,784,Peru,6313,Wilder José Cartagena Mendoza,Wilder Cartagena,16
7562,784,Peru,6315,Christopher Paolo César Hurtado Huertas,Paolo Hurtado,7
7549,775,Nigeria,3338,Onyinye Wilfred Ndidi,Wilfred Ndidi,4
7549,775,Nigeria,3647,Alex Iwobi,,18
7549,775,Nigeria,3708,Kelechi Promise Iheanacho,Kelechi Iheanacho,14
7549,775,Nigeria,3963,Victor Moses,,11
7549,775,Nigeria,5454,Francis Odinaka Uzoho,Francis Uzoho,23
7549,775,Nigeria,5455,William Troost-Ekong,,5
7549,775,Nigeria,5458,Odion Jude Ighalo,,9
7549,775,Nigeria,5462,Brian Oladapo Idowu,Brian Idowu,2
7549,775,Nigeria,5466,Oghenekaro Etebo,Peter Etebo,8
7549,775,Nigeria,5467,Leon-Aderemi Balogun,,6
7549,775,Nigeria,5473,Ahmed Musa,,7
7549,775,Nigeria,5475,John Michael Nchekwube Obinna,John Obi Mikel,10
7549,775,Nigeria,5830,Kenneth Josiah Omeruo,Kenneth Omeruo,22
7549,775,Nigeria,5832,Tyronne Ebuehi,,21
